Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1986","1986","hg/ha","56759","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1986","1986","ha","10609152","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1986","1986","hg/ha","21783","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1986","1986","ha","7403300","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1986","1986","hg/ha","18806","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1986","1986","ha","172567","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1986","1986","hg/ha","112192","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1986","1986","ha","2065600","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1986","1986","hg/ha","25320","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1987","1987","ha","23131200","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1987","1987","hg/ha","19162","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1987","1987","ha","5066792","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1987","1987","hg/ha","89106","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1987","1987","ha","38806304","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1987","1987","hg/ha","21991","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1987","1987","ha","584766","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1987","1987","hg/ha","18657","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1987","1987","ha","192103","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1987","1987","hg/ha","56172","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1987","1987","ha","10322186","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1987","1987","hg/ha","22399","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1987","1987","ha","7706200","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1987","1987","hg/ha","15593","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1987","1987","ha","190752","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1987","1987","hg/ha","116104","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1987","1987","ha","1963000","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1987","1987","hg/ha","24765","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1988","1988","ha","23062704","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1988","1988","hg/ha","20019","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1988","1988","ha","4796072","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1988","1988","hg/ha","96356","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1988","1988","ha","41735808","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1988","1988","hg/ha","25486","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1988","1988","ha","597422","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1988","1988","hg/ha","17542","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1988","1988","ha","198920","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1988","1988","hg/ha","57084","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1988","1988","ha","10224232","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1988","1988","hg/ha","22805","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1988","1988","ha","7308400","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1988","1988","hg/ha","17343","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1988","1988","ha","198787","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1988","1988","hg/ha","115853","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1988","1988","ha","2041700","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1988","1988","hg/ha","23511","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1989","1989","ha","24109104","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1989","1989","hg/ha","22444","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1989","1989","ha","4832195","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1989","1989","hg/ha","97683","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1989","1989","ha","42166896","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1989","1989","hg/ha","26160","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1989","1989","ha","560096","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1989","1989","hg/ha","18246","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1989","1989","ha","207869","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1989","1989","hg/ha","55281","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1989","1989","ha","10478188","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1989","1989","hg/ha","25562","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1989","1989","ha","7729600","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1989","1989","hg/ha","18655","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1989","1989","ha","206841","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1989","1989","hg/ha","118995","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1989","1989","ha","2106900","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1989","1989","hg/ha","22925","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1990","1990","ha","23501904","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1990","1990","hg/ha","21211","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1990","1990","ha","4746123","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1990","1990","hg/ha","101408","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1990","1990","ha","42686608","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1990","1990","hg/ha","26125","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1990","1990","ha","592000","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1990","1990","hg/ha","15034","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1990","1990","ha","200778","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1990","1990","hg/ha","61467","E","Estimated value"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1990","1990","ha","10435340","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1990","1990","hg/ha","25661","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1990","1990","ha","7844500","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1990","1990","hg/ha","18249","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1990","1990","ha","211226","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1990","1990","hg/ha","119611","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1990","1990","ha","2112700","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1990","1990","hg/ha","23151","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1991","1991","ha","24167104","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1991","1991","hg/ha","22814","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1991","1991","ha","4818852","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1991","1991","hg/ha","101950","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1991","1991","ha","42648704","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1991","1991","hg/ha","26271","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1991","1991","ha","598955","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1991","1991","hg/ha","16767","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1991","1991","ha","218949","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1991","1991","hg/ha","58043","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1991","1991","ha","10244503","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1991","1991","hg/ha","26592","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1991","1991","ha","7911400","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1991","1991","hg/ha","18410","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1991","1991","ha","229308","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1991","1991","hg/ha","123080","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1991","1991","ha","2096900","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1991","1991","hg/ha","23199","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1992","1992","ha","23261904","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1992","1992","hg/ha","23940","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1992","1992","ha","4378870","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1992","1992","hg/ha","113368","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1992","1992","ha","41775000","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1992","1992","hg/ha","26092","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1992","1992","ha","574650","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1992","1992","hg/ha","18534","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1992","1992","ha","220461","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1992","1992","hg/ha","58217","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1992","1992","ha","10178417","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1992","1992","hg/ha","26893","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1992","1992","ha","7877600","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1992","1992","hg/ha","19910","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1992","1992","ha","238819","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1992","1992","hg/ha","125454","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1992","1992","ha","1973400","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1992","1992","hg/ha","23686","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1993","1993","ha","24588900","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1993","1993","hg/ha","23267","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1993","1993","ha","4663830","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1993","1993","hg/ha","111761","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1993","1993","ha","42539000","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1993","1993","hg/ha","28303","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1993","1993","ha","636947","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1993","1993","hg/ha","18457","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1993","1993","ha","225215","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1993","1993","hg/ha","58581","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1993","1993","ha","9905600","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1993","1993","hg/ha","27185","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1993","1993","ha","8299700","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1993","1993","hg/ha","19466","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1993","1993","ha","238297","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1993","1993","hg/ha","121477","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1993","1993","ha","2187100","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1993","1993","hg/ha","27397","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1994","1994","ha","25147300","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1994","1994","hg/ha","23796","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1994","1994","ha","4400219","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1994","1994","hg/ha","120911","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1994","1994","ha","42814000","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1994","1994","hg/ha","28645","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1994","1994","ha","615000","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1994","1994","hg/ha","18390","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1994","1994","ha","228303","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1994","1994","hg/ha","59088","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1994","1994","ha","9919300","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1994","1994","hg/ha","25328","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1994","1994","ha","8034200","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1994","1994","hg/ha","18935","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1994","1994","ha","260169","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1994","1994","hg/ha","127103","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1994","1994","ha","2124600","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1994","1994","hg/ha","24333","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1995","1995","ha","25700000","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1995","1995","hg/ha","25590","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1995","1995","ha","5477871","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1995","1995","hg/ha","101637","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1995","1995","ha","42800000","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1995","1995","hg/ha","26972","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1995","1995","ha","639000","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1995","1995","hg/ha","19483","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1995","1995","ha","231459","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1995","1995","hg/ha","60058","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1995","1995","ha","9951700","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1995","1995","hg/ha","26527","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1995","1995","ha","8169800","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1995","1995","hg/ha","20811","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1995","1995","ha","272501","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1995","1995","hg/ha","130858","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1995","1995","ha","2161800","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1995","1995","hg/ha","27522","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1996","1996","ha","25011000","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1996","1996","hg/ha","24828","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1996","1996","ha","5011107","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1996","1996","hg/ha","112542","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1996","1996","ha","43400000","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1996","1996","hg/ha","28226","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1996","1996","ha","701000","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1996","1996","hg/ha","19531","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1996","1996","ha","237811","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1996","1996","hg/ha","59745","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1996","1996","ha","10200000","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1996","1996","hg/ha","27629","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1996","1996","ha","8376500","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1996","1996","hg/ha","20184","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1996","1996","ha","285707","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1996","1996","hg/ha","134296","E","Estimated value"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1996","1996","ha","2251100","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1996","1996","hg/ha","28685","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1997","1997","ha","25887100","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1997","1997","hg/ha","26789","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1997","1997","ha","5152243","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1997","1997","hg/ha","117635","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1997","1997","ha","43469800","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1997","1997","hg/ha","28457","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1997","1997","ha","707802","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1997","1997","hg/ha","20544","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1997","1997","ha","240270","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1997","1997","hg/ha","60863","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1997","1997","ha","10263000","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1997","1997","hg/ha","27431","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1997","1997","ha","8109100","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1997","1997","hg/ha","20533","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1997","1997","ha","294330","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1997","1997","hg/ha","134776","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1997","1997","ha","2317300","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1997","1997","hg/ha","28048","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1998","1998","ha","26696100","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1998","1998","hg/ha","24852","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1998","1998","ha","5254092","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1998","1998","hg/ha","119707","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1998","1998","ha","44802300","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1998","1998","hg/ha","28805","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1998","1998","ha","804523","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1998","1998","hg/ha","22408","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1998","1998","ha","245368","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","1735","Vegetables Primary","1998","1998","hg/ha","60139","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice","1998","1998","ha","10119838","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice","1998","1998","hg/ha","29358","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","15","Wheat","1998","1998","ha","8354600","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1998","1998","hg/ha","22376","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1735","Vegetables Primary","1998","1998","ha","298487","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1735","Vegetables Primary","1998","1998","hg/ha","131936","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","27","Rice","1998","1998","ha","2423600","A","Official figure"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice","1998","1998","hg/ha","28930","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","1999","1999","ha","27523300","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1999","1999","hg/ha","25901","A","Official figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1735","Vegetables Primary","1999","1999","ha","5394569","E","Estimated value"
"QCL","Crops and livestock products","100","India","5419","Yield","1735","Vegetables Primary","1999","1999","hg/ha","129933","E","Estimated value"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice","1999","1999","ha","45160000","A","Official figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice","1999","1999","hg/ha","29782","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1999","1999","ha","882224","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","1999","1999","hg/ha","21627","A","Official figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","1735","Vegetables Primary","1999","1999","ha","304774","A","Official figure"
